psychology,health,NN,7.23
psychology,mind,NN,7.69
psychology,psychiatry,NN,8.08
psychology,science,NN,6.71
reason,criterion,NN,5.91
reason,hypertension,NN,2.31
record,number,NN,6.31
registration,arrangement,NN,6
report,gain,NN,3.63
rock,jazz,NN,7.59
rooster,voyage,NN,0.62
school,center,NN,3.44
seafood,food,NN,8.34
seafood,lobster,NN,8.7
seafood,sea,NN,7.47
secretary,senate,NN,5.06
seven,series,NN,3.56
shore,woodland,NN,3.08
shower,flood,NN,6.03
shower,thunderstorm,NN,6.31
sign,recess,NN,2.38
situation,conclusion,NN,4.81
situation,isolation,NN,3.88
size,prominence,NN,5.31
skin,eye,NN,6.22
smart,stupid,JJ,5.81
soap,opera,NN,7.94
space,chemistry,NN,4.88
space,world,NN,6.53
start,match,NN,4.47
start,year,NN,4.06
stock,egg,NN,1.81
stock,jaguar,NN,0.92
stock,life,NN,0.92
stock,market,NN,8.08
stock,phone,NN,1.62
street,avenue,NN,8.88
street,block,NN,6.88
street,place,NN,6.44
stroke,hospital,NN,7.03
student,professor,NN,6.81
summer,drought,NN,7.16
summer,nature,NN,5.63
telephone,communication,NN,7.5
television,film,NN,7.72
television,radio,NN,6.77
tennis,racket,NN,7.56
territory,kilometer,NN,5.28
territory,surface,NN,5.34
theater,history,NN,3.91
tiger,animal,NN,7
tiger,carnivore,NN,7.08
tiger,cat,NN,7.35
tiger,fauna,NN,5.62
tiger,feline,NN,8
tiger,jaguar,NN,8
tiger,mammal,NN,6.85
tiger,tiger,NN,10
tiger,zoo,NN,5.87
tool,implement,NN,6.46
train,car,NN,6.31
travel,activity,NN,5
treatment,recovery,NN,7.91
type,kind,NN,8.97
victim,emergency,NN,6.47
video,archive,NN,6.34
vodka,brandy,NN,8.13
vodka,gin,NN,8.46
volunteer,motto,NN,2.56
war,troops,NN,8.13
water,seepage,NN,6.56
weapon,secret,NN,6.06
weather,forecast,NN,8.34
wood,forest,NN,7.73
word,similarity,NN,4.75
